comment,sentiment,main_aspect,n_star,aspects_list
điện_thoại khá tốt pin trâu khá mượt bắt wifi cực tốt thỉnh_thoảng máy đơ thoát máy ko cập_nhật miul number,Positive,FEATURES,4,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
nghe bảo điện_thoại chơi game nóng mua về chiến liên_quân number numberh liên_tục thấy ấm nóng lời đồn thứ khác vũng chẳng nói quá ngon,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
number máy chơi game lướt web ít sử_dụng giữ pin cao nhất khoảng number ngày number tiếng tính luôn cả ngủ nhé ngủ chẳng động tới number ngày mn nói đâu number nhạc nghe cà_giật khó_chịu luôn number quay video mờ chán còn okie,Negative,CAMERA,3,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Neutral'), ('GENERAL', 'Positive')]"
nói_chung khá ổn mức giá nhược_điểm selfie number k lấy đc nét chuẩn con anumbers,Negative,CAMERA,3,"[('CAMERA', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
cam ứng pin hơi mau hết sac nhanh biêt mai_mốt câp nhật nó hết,Negative,CAMERA,3,"[('CAMERA', 'Negative'), ('BATTERY', 'Neutral')]"
mọi người suy_nghĩ kỹ mua thứ nhất bắt sóng yếu thứ hai camera lâu_lâu lỗi chơi game giật lát ram đa_phần ram ảo áo mọi người nói đâu mua mọi người test cửa_hàng thế_giới di_động chất_lượng mình mong_muốn hãy mua,Negative,CAMERA,2,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
pin trâu xạc nhanh chiến game ngon bắt sóng quá tệ xài rớt xuống mạng e tắt nguồn khởi_động,Positive,FEATURES,3,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
chơi game ở mức ổn_định cấu_hình trung_bình lâu_lâu lag pin xài lâu sạc pin nhanh giá number triệu ok,Neutral,BATTERY,4,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Neutral')]"
sản_phẩm thiết_kế đẹp giá chính hãng bảo_hành tốt pin dùng cả ngày đi làm ko hết chụp ảnh đẹp tuyệt_vời,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('SER&ACC', 'Positive')]"
k bk bản cập nhập lỗi hay k ngày xài thấy lag dt hôm_nay nt messenger còn lag soạn tin xog chữ dk đánh xog bỏ sô tiền cao mua sản_phẩm thấy thất_vọng quá,Negative,PERFORMANCE,2,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Negative'), ('GENERAL', 'Negative')]"
hai buồn máy ko ý mua number tuần pin ko trâu vân tay ko nhạy tuy khóa màn_hình sơ_hở tắt khóa loạn cảm_ứng gọi lung_tung hết tiền phiền haizz sai làm mua con nhân_viên tgdd vui_vẻ nhiệt_tình chê máy ko chê thái_độ phục_vụ,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Positive')]"
sao em mới mua ma tụt pin nhanh vạy sắc pin nhanh pin ko trâu j het xài đc number tụt numberphan trăm pin roi,Negative,BATTERY,1,"[('BATTERY', 'Negative')]"
loa ngoài lâu_lâu rè biết phần_mềm hay phần_cứng tắt màn_hình mở hết,Negative,FEATURES,3,"[('FEATURES', 'Negative')]"
cảm_nhận sử_dụng number tháng máy ok tốt pin lâu cấu_hình chơi game ổn number camera ko đc tốt xị hếttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt,Positive,CAMERA,5,"[('CAMERA', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mới_đầu sd thi ổn cảm_ứng chạm giật lác treo máy thường_xuyên gọi zalo ma treo máy nghĩ chán,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
máy đẹp màn to tràn mượt trâu nv nhiệt_tình vó quà tặng galaxy đi ăn lòi mảng họng number sao máy mua phụ_huynh,Positive,SCREEN,4,"[('SCREEN', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('SER&ACC', 'Positive')]"
minh dung con note lỗi phần chân sac pinnó tích_hợp quá nhiều ứng_dụng công_năng vì_thế thời_tiết ẩm_ướt là ko sạc được pinmới mua máy vài hôm sạc pin vào hỏi ttbh ssnó trả_lời lỗi ro người dùng bị dính nước tư_vấn mình thay cụm chân sạc nếư đồng_ý phải thanh_toán hơn numbertr,Negative,DESIGN,1,"[('DESIGN', 'Negative')]"
note number pro trừ sài numberg chơi game lag kinh_khủng còn ok hết pin trâu,Positive,FEATURES,3,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
camera quá kémnumber chấm ko bằng number chấm samsungcòn mọi thứ tốttạm chấp_nhận giá tiền đấy,Negative,CAMERA,4,"[('CAMERA', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mình dùng number tháng đánh_giá khá mượt chơi game ok chức_năng rung báo cuộc gọi bé đút_túi quần k phát_hiện đôi lỗi cuộc_gọi nghe thấy đầu dây kia nói khởi_động tắt chức_năng báo tin nhắn zalo mình tìm khá cách đk,Neutral,FEATURES,2,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive')]"
xài một tháng mượt sạc nhanh pin trâu chụp ảnh tạm ổn chơi game kiểu kg nóng nhétóm vô đối trong tầm giá,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
cammera chụp tỷ_lệ number hoặc number bức ảnh khá ok cấu_hình chạy ổn mượt chơi game hơi nóng máy,Neutral,CAMERA,5,"[('CAMERA', 'Neutral'), ('PERFORMANCE', 'Neutral')]"
giờ mấy biết ai xài con máy vismart hay realme wifi yếu tắt dịch_vụ vị_trí nhé bật max mạnh,Neutral,FEATURES,5,"[('FEATURES', 'Neutral'), ('SER&ACC', 'Neutral')]"
máy dùng tốt ổn_định ko lỗi chơi game mượt ổn_định nóng máy nói_chung ai chơi game mua máy camera ok pin trâu sạc nhanh nhân_viên bán nhiệt_tình,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mình mua con anumber dùng numbertháng nói_chung ok thấy lỗi mình ít chơi game,Positive,GENERAL,4,"[('GENERAL', 'Positive')]"
mình mua thật mượt lắm camera đẹp cả góc rộng mình mua bản màu xanh đối vs con chip exynos number nhà samsung ổn pin number mah mình xài xuyên suốt gần number ngày,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Neutral')]"
về cấu_hình quá tốt tầm giá nàynhưng điểm trừ ở kiểu_dáng kém mạnh mẽnếu apple làm gốc cạnh iphone number se quá đẹp rồihơi tiếc,Negative,PERFORMANCE,4,"[('PERFORMANCE', 'Positive'), ('DESIGN', 'Negative'), ('PRICE', 'Neutral')]"
mới mua hồi tối mình cảm_thấy sản_phẩm hình đẹp game mượt pin ok bắt song numberg hơi kém dù mình ở tp,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
pin tệ luôn xài kiểm_tra k ứng_dụng ngầm tới chiều còn number uổng_phí mua nhân_viên tư_vấn nói xài lâu lắm xem cách tư_vấn ng mua hàng đừng nói_dối bán hàng j nghỉ đến quyền_lợi ng tiêu_dùng,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
máy ngon xài ok tầm gia quá ok ngon hơn samsung chạy mượt chụp xóa_phông ok ưng_ý nhất sạc nhanh numberp number đi xa sạc gấp xài con quá chuẩn siêu tiết_kiệm pin thích number,Positive,CAMERA,5,"[('CAMERA', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy mọi thứ tốt đáng tiền lưu_ý anh_em dùng thay cục sạc nhẹ hơn đỡ nóng máy trai pin nhé sạc nhanh numberw nóng lắm hãng nào cả,Positive,GENERAL,5,"[('GENERAL', 'Positive'), ('SER&ACC', 'Neutral')]"
máy tốt mở khóa khuôn_mặt hơi lâu đợi khoảng mấy giây chơi liên_quân dung_lượng pin number mah number ngày ko ngày thứ hai camera tạm,Neutral,CAMERA,4,"[('CAMERA', 'Neutral'), ('FEATURES', 'Negative'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Neutral')]"
tui mua ở thế_giới di_động tới numbertrnumber sao giờ rẽ thếtui mua về máy yếu quá muốn đập thật pin cùi quá,Negative,BATTERY,2,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Negative')]"
máy xài khỏi chê cảm_ứng vân tay nhạy bấm mấy lần mới,Neutral,FEATURES,4,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
tệ bỏ gần number triệu nhận màn_hình lỗi cảm_ứng đa điểm chơi liên_quân quá tệ quá tệ ức_chế,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
thật máy mượt mạnh camera đẹp nét màn_hình hiển_thị đẹp pin ko trâu lắm,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive')]"
sản_phẩm mớithiết kế đẹp_mắt pin bao trâumực dù k sạc nhanh vô pin mau,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('DESIGN', 'Positive')]"
mua test mấy game nặng thấy ok cảm_biến vân tay k đc nhạy lắm,Negative,FEATURES,5,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Neutral')]"
máy xài khá ok bắt wifi quá tệ kh dùng quá lag vân tay quá tệ nhận_diện khuôn_mặt ok kh hài_lòng về bắt sóng wifi,Positive,FEATURES,2,"[('FEATURES', 'Neutral'), ('GENERAL', 'Positive')]"
tuyệt_vời vsmart joy number pin trâu kinh_khủng_khiếp thiết_kế màn_hình numbert inch đẹp,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
pin trâu game mượt cấu_hình ổn hiệu_năng tuyệt_vời camera đủ chức_năng khá ổn trong tầm giá mua vivo hơn oppo realme phân khúc,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mình mua ở tgdd đc vài ngày nhân_viên tư_vấn nhiệt_tình chu_đáo còn máy dùng pin hơi tụt nhanh một_chút dùng tạm chấp_nhận đc còn mọi thứ thấy ok,Positive,BATTERY,4,"[('BATTERY', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sefie màu_da vàng_khè nút ứng_dụng mờ ko sắc nét tầm giá thất_vọng quá mới mua hom thực muốn đổi ko biết sao,Negative,SCREEN,3,"[('SCREEN', 'Negative'), ('CAMERA', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
máy_tiện_lợi người lớn_tuổi mua ông nội number máy trang thêm viên lớn tuyệt_vời,Neutral,BATTERY,5,"[('BATTERY', 'Neutral')]"
máy sài mượt chụp đêm ảnh thu sáng tốt tiếc kiện hốt em snumber ultra ngon,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive')]"
máy bắt mạng kém quá đôi chơi game đơ bực_mình thất bỏ gần numbertr mua con máy quá thất_vọng,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
mới mua number ngày sạc number lần number tiếng number lần sạc thường ko chơi game mạng đọc tin_tức pin còn number nạn ghê,Negative,BATTERY,4,"[('BATTERY', 'Negative')]"
mới mua number ngày mọi thứ tạm ổn quá thất_vọng về pin mag tiếng dung_lượng pin number xài hụt pin hơn cả oppo fnumber numbermah yên number ngày numbert k đụng vô k bật bất_kỳ ứng_dụng hay chương_trình nào tụt hơn number sao,Negative,BATTERY,3,"[('BATTERY', 'Negative'), ('GENERAL', 'Neutral')]"
nhận máy mnumber hôm_nay đc number hôm máy lỗi đen màn gọi rung nhấn rung làm k sáng màn lần đầu m tự khởi_động lần number gọi tổng_đài bảo retore cài_đặt gốc lần number gọi tổng_đài bảo mang quán nhân_viên vọc tí khởi_động bảo máy bt k đổi mình tin_tưởng tgdd hay mua hàng ở nghĩ bh kiểu tốt ai dè lần thất_vọng vô,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative'), ('SER&ACC', 'Negative')]"
máy mua sử_dụng bình_thường còn ai mua chiến game đừng mua chơi pubg dùng gyroscop nó chậm khoảng number giây ghìm tay giật phát k độ ổn_định mới mua xong về bán mất number giá_trị ban_đầu đừng ai mua chơi game chọn mua dòng xiaomi chất nhất,Negative,PERFORMANCE,3,"[('PERFORMANCE', 'Negative')]"
dùng máy tốt hệ hành mượt camera đẹp chụp tốt pin khỏe number ngày dùng mới sac,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mọi thứ ổn làm tốtchỉ chơi pubg ngắm kéo mãi đéo chịu đi loạn cmn cảm_ứng chán,Neutral,FEATURES,2,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
thấy bác chê quáchứ e sài_thấy ổn pin trâu sài cã ngày vivu wifi numberg ổn cã nhận_diện khuôn_mặt hơi chậm vân tay củng k nhạy lắm ngoài thấy tất cã ổn trong tầm tiền bỏ,Positive,FEATURES,5,"[('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
vsmart active number ổn giá_cả tốt chúc tập_đoàn vingroup ngày vương cao_sản_xuất sản_phẩm thông_minh hơn,Positive,PRICE,5,"[('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sản_phẩm ngon_lành trong tầm giámua phụ_huynh dùng thíchmáy nhanhpin trâusóng điện_thoại tốt,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mua máy dc number hôm r tất ổn chiến game tốt pubg liên_quân bản cập_nhật mới chơi tốt pin ổn thể xài đc cả ngày tuy_nhiên chiến game tốt facebook lướt tý dấu_hiệu hơi khựng đi kéo trang xuống còn ứng_dụng khác tốt vẽ facebook dc tối_ưu kĩ hay s ấy,Positive,BATTERY,4,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
mới mua hồi sáng về dùng đc một màn_hình đơ lag pin tụt nhanh khoảng numberp number pin k sử_dụng bất_kì ứng_dụng nào trong mk ở chế_độ tiết_kiệm pin trang sạc nhanh sạc chậm hơn number tiếng một lần sạc đầy number mic nói ngk nghe đc k,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
biết ai giống e cam cấn nhẹ nứt một đường ạ thiết_nghĩ mua ốp lưng bảo_vệ cụm cam hoặc dán cường_lực còn mọi thứ tốt trong tầm giá nv bán hàng nhiệt_tình,Positive,DESIGN,4,"[('DESIGN', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
thiết_kế đẹp chụp hình rõ sắc nét cảm_ứng mượt pin dùng number ngày phù_hợp tầm giá,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Neutral')]"
máy xài ổn_định pin xài hơn number ngày mới hết mạng mẽo cũng ok mỗi tội lúc có cuộc_gọi thì mất data,Positive,FEATURES,5,"[('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
người_ta mua bình_luận bill đẹp còn mình mua máy dc number tháng đi bảo_hành number lần thay number lần men ko khắc_phục dc tình_trạng rớt wifi chập_chờn redmi thất_vọng,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('GENERAL', 'Negative')]"
mua sản_phẩm đẹp ưng_ý thích k hối_tiếc mua sp tuyệt_vời giá màu xanh tôi mua thêm,Positive,DESIGN,5,"[('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
pin number tụt quá nhanh lướt mất number đêm còn hơn hỏi nhân_viên kêu cắm sạc đêm hết vân tay nhận_diện khá chậm còn ổnko biết number lite ko,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
máy mượt bắt sóng kémsạc pin nóngpin hao nhanh mới mua mấy ngày giá giảm rồimất numberk,Negative,FEATURES,4,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Negative')]"
mua gần tháng cảm_thấy hài_lòng pin trâu chơi liên_quân bằng numberg liên_tục đk number tiếng còn gần number pin máy đẹp sạc number gần number tiếng đầy nhân_viên chu_đáo nhiệt_tình,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sp ổn tội vân tay nhận nhân_viên nhiệt_tình pin trâu cả đêm tụt number,Positive,FEATURES,4,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy kém quá kém quay video gọi video máy nóng than nhanh hết pin chon ko bao_giờ chọn hàng samsung,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
mới mua về pin xài khá ok đc number tháng pin hết quá nhanh sạc nhanh numberw cắm sạc number đến number mất numberp một tháng thấy pin hơi tệ biết về còn lỗi,Negative,BATTERY,3,"[('BATTERY', 'Negative')]"
phần nhật_kí cuộc_gọi dùng number sim ko hiện sim nào trong cuộc_gọi ai gọi tới biết sim nào mọi thứ khác ok hết,Neutral,FEATURES,3,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
mới lấy máy hôm number pin tụt hơi nhanh k làm number phút tụt number k biết máy sao k,Negative,BATTERY,4,"[('BATTERY', 'Negative')]"
sản_phẩm number tuần sử_dụng ok về game bao mượtcamera âm_thanh đcns chung máy ok,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('FEATURES', 'Neutral'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
máy nhẹ kiểu_dáng đẹp thích_hợp con_gái dt nhanh hết pincòn tất_cả ok,Positive,BATTERY,4,"[('BATTERY', 'Negative'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
